Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Total;240326;27128.0;2020-06-03;48525383;11.288000466033637;0.4952583269667341;0.05590476225607534
Pais Vasco;13523;1424.0;2020-06-03;2207776;10.530207794128522;0.6125168495354602;0.06449929703013349
Navarra;5261;490.0;2020-06-03;2153389;9.313818665652917;0.24431256962861797;0.022754829712606502
Murcia;1605;148.0;2020-06-03;1493898;9.221183800623052;0.10743705393540924;0.009906968213358609
Melilla;122;2.0;2020-06-03;86487;1.639344262295082;0.14106166244637922;0.0023124862696127743
Madrid;69112;8691.0;2020-06-03;6663394;12.575240189836787;1.0371891561567574;0.13042902760965358
La Rioja;4053;361.0;2020-06-03;316798;8.906982482112015;1.2793641373998572;0.1139527396006288
Extremadura;2974;508.0;2020-06-03;1067710;17.081371889710827;0.27854005301064894;0.04757846231654663
Ceuta;155;4.0;2020-06-03;84777;2.5806451612903225;0.18283260790072778;0.00471826084905104
Galicia;9132;609.0;2020-06-03;2699499;6.668856767411301;0.3382849928820125;0.02255974164094893
Castilla-Leon;18956;1925.0;2020-06-03;2399548;10.15509601181684;0.7899821132980045;0.08022344208159203
Andalucia;12726;1404.0;2020-06-03;8414240;11.032531824611032;0.15124360607731654;0.016685998973169296
Aragon;5731;826.0;2020-06-03;1319291;14.412842435875065;0.434399992116978;0.06260938640527375
Asturias;2425;310.0;2020-06-03;1022800;12.783505154639176;0.23709425107547907;0.030308955807587017
Baleares;2157;209.0;2020-06-03;1149460;9.689383402874363;0.18765333286934735;0.01818245088998312
Cataluña;59112;5587.0;2020-06-03;7675217;9.451549600757883;0.7701671496714686;0.07279273015994206
Canarias;2357;151.0;2020-06-03;2153389;6.406448875689436;0.10945537476043576;0.007012202625721595
Cantabria;2316;202.0;2020-06-03;581078;8.721934369602764;0.39856955520601367;0.03476297502228617
Castilla-La Mancha;17355;2945.0;2020-06-03;2032863;16.96917314894843;0.8537220658745818;0.14486957556903737
Valencia;11254;1332.0;2020-06-03;5003769;11.835791718500088;0.2249104624933725;0.02661993389383083
Extremadura;2973;508.0;2020-06-04;1067710;17.08711738984191;0.27844639462026205;0.04757846231654663
Pais Vasco;13527;1424.0;2020-06-04;2207776;10.527093960227694;0.6126980273361066;0.06449929703013349
Navarra;5265;490.0;2020-06-04;2153389;9.306742640075974;0.2444983233405576;0.022754829712606502
Murcia;1613;148.0;2020-06-04;1493898;9.175449473031618;0.10797256573072593;0.009906968213358609
Melilla;122;2.0;2020-06-04;86487;1.639344262295082;0.14106166244637922;0.0023124862696127743
Madrid;69236;8691.0;2020-06-04;6663394;12.552718239066381;1.0390500696792055;0.13042902760965358
La Rioja;4054;362.0;2020-06-04;316798;8.92945239269857;1.2796797959583077;0.11426839815907928
Galicia;9134;609.0;2020-06-04;2699499;6.667396540398511;0.3383590807034935;0.02255974164094893
Total;240660;27133.0;2020-06-04;48525383;11.274412033574338;0.4959466265315206;0.055915066141775736
Ceuta;163;4.0;2020-06-04;84777;2.4539877300613497;0.19226912959882986;0.00471826084905104
Castilla-Leon;19009;1928.0;2020-06-04;2399548;10.142564048608554;0.7921908626124586;0.08034846562769321
Andalucia;12743;1404.0;2020-06-04;8414240;11.017813701640117;0.15144564452642187;0.016685998973169296
Aragon;5734;826.0;2020-06-04;1319291;14.405301709103593;0.4346273869828567;0.06260938640527375
Asturias;2425;311.0;2020-06-04;1022800;12.824742268041238;0.23709425107547907;0.03040672663277278
Baleares;2164;209.0;2020-06-04;1149460;9.658040665434381;0.18826231447810277;0.01818245088998312
Cataluña;59163;5587.0;2020-06-04;7675217;9.443402126328955;0.7708316259983268;0.07279273015994206
Canarias;2361;151.0;2020-06-04;2153389;6.3955950868276155;0.10964112847237541;0.007012202625721595
Cantabria;2316;202.0;2020-06-04;581078;8.721934369602764;0.39856955520601367;0.03476297502228617
Castilla-La Mancha;17393;2945.0;2020-06-04;2032863;16.932099120335767;0.8555913507206339;0.14486957556903737
Valencia;11265;1332.0;2020-06-04;5003769;11.824234354194408;0.22513029678228552;0.02661993389383083
Extremadura;2976;508.0;2020-06-05;1067710;17.06989247311828;0.27872736979142276;0.04757846231654663
Pais Vasco;13529;1424.0;2020-06-05;2207776;10.525537733757114;0.6127886162364298;0.06449929703013349
Navarra;5275;490.0;2020-06-05;2153389;9.289099526066352;0.24496270762040673;0.022754829712606502
Murcia;1616;148.0;2020-06-05;1493898;9.158415841584159;0.10817338265396968;0.009906968213358609
Melilla;122;2.0;2020-06-05;86487;1.639344262295082;0.14106166244637922;0.0023124862696127743
Madrid;69423;8691.0;2020-06-05;6663394;12.518905838122812;1.0418564473299943;0.13042902760965358
La Rioja;4056;362.0;2020-06-05;316798;8.925049309664693;1.2803111130752087;0.11426839815907928
Galicia;9146;609.0;2020-06-05;2699499;6.658648589547343;0.3388036076323792;0.02255974164094893
Ceuta;163;4.0;2020-06-05;84777;2.4539877300613497;0.19226912959882986;0.00471826084905104
Total;240978;27134.0;2020-06-05;48525383;11.259949040991295;0.4966019536620659;0.055917126918915816
Castilla-Leon;19042;1928.0;2020-06-05;2399548;10.124986871126982;0.7935661216195717;0.08034846562769321
Andalucia;12759;1404.0;2020-06-05;8414240;11.003997178462262;0.15163579836087396;0.016685998973169296
Aragon;5757;826.0;2020-06-05;1319291;14.347750564530138;0.4363707476212602;0.06260938640527375
Asturias;2424;312.0;2020-06-05;1022800;12.871287128712872;0.23699648025029332;0.030504497457958545
Baleares;2110;209.0;2020-06-05;1149460;9.90521327014218;0.18356445635341812;0.01818245088998312
Cataluña;59182;5587.0;2020-06-05;7675217;9.44037038288669;0.7710791760024505;0.07279273015994206
Canarias;2362;151.0;2020-06-05;2153389;6.392887383573243;0.10968756690036031;0.007012202625721595
Cantabria;2320;202.0;2020-06-05;581078;8.706896551724139;0.3992579309490292;0.03476297502228617
Castilla-La Mancha;17431;2945.0;2020-06-05;2032863;16.895186736274454;0.857460635566686;0.14486957556903737
