Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Melilla;300;2.0;2020-08-29;86487;0.6666666666666666;0.34687294044191613;0.0023124862696127743
Madrid;118600;8604.0;2020-08-29;6663394;7.254637436762226;1.7798737400189752;0.12912338667051657
La Rioja;5371;369.0;2020-08-29;316798;6.870229007633588;1.6954021174376102;0.11647800806823276
Galicia;13655;634.0;2020-08-29;2699499;4.642987916514097;0.5058346011611784;0.023485839409460793
Extremadura;4698;526.0;2020-08-29;1067710;11.196253724989358;0.4400071180376694;0.04926431334351088
Total;439286;29011.0;2020-08-29;48525383;6.604125785934448;0.9052705467569416;0.059785205610844945
Cataluña;106811;5741.0;2020-08-29;7675217;5.374914568724195;1.391634920550129;0.07479918808810226
Castilla-La Mancha;23028;3042.0;2020-08-29;2032863;13.21000521104742;1.1327866167075695;0.14964117109711772
Cantabria;3832;221.0;2020-08-29;581078;5.767223382045929;0.6594639618089138;0.03803275980161011
Canarias;6126;172.0;2020-08-29;2153389;2.8077048645119165;0.28448180983556615;0.00798740961340473
Valencia;22695;1462.0;2020-08-29;5003769;6.441947565543071;0.4535581078982663;0.02921797549007558
Baleares;7648;233.0;2020-08-29;1149460;3.0465481171548117;0.6653559062516312;0.020270387834287404
Asturias;3221;335.0;2020-08-29;1022800;10.400496740142813;0.31491982792334766;0.03275322643723113
Aragon;25562;1096.0;2020-08-29;1319291;4.287614427666067;1.9375558538639315;0.08307492433435838
Andalucia;27734;1480.0;2020-08-29;8414240;5.336410182447537;0.32960790279335983;0.017589229686816636
Castilla-Leon;27430;2822.0;2020-08-29;2399548;10.28800583302953;1.1431319565184777;0.11760548236584557
Galicia;13655;634.0;2020-08-30;2699499;4.642987916514097;0.5058346011611784;0.023485839409460793
La Rioja;5371;369.0;2020-08-30;316798;6.870229007633588;1.6954021174376102;0.11647800806823276
Madrid;118600;8604.0;2020-08-30;6663394;7.254637436762226;1.7798737400189752;0.12912338667051657
Extremadura;4698;526.0;2020-08-30;1067710;11.196253724989358;0.4400071180376694;0.04926431334351088
Murcia;5455;156.0;2020-08-30;1493898;2.859761686526123;0.36515210543156223;0.010442480008675292
Navarra;9537;533.0;2020-08-30;2153389;5.588759567998323;0.44288328769209834;0.024751682115957685
Pais Vasco;27334;1579.0;2020-08-30;2207776;5.776688373454306;1.2380785007174642;0.07151993680518313
Melilla;300;2.0;2020-08-30;86487;0.6666666666666666;0.34687294044191613;0.0023124862696127743
Ceuta;249;4.0;2020-08-30;84777;1.606425702811245;0.29371173785342725;0.00471826084905104
Total;439286;29011.0;2020-08-30;48525383;6.604125785934448;0.9052705467569416;0.059785205610844945
Castilla-Leon;27430;2822.0;2020-08-30;2399548;10.28800583302953;1.1431319565184777;0.11760548236584557
Andalucia;27734;1480.0;2020-08-30;8414240;5.336410182447537;0.32960790279335983;0.017589229686816636
Aragon;25562;1096.0;2020-08-30;1319291;4.287614427666067;1.9375558538639315;0.08307492433435838
Asturias;3221;335.0;2020-08-30;1022800;10.400496740142813;0.31491982792334766;0.03275322643723113
Baleares;7648;233.0;2020-08-30;1149460;3.0465481171548117;0.6653559062516312;0.020270387834287404
Cataluña;106811;5741.0;2020-08-30;7675217;5.374914568724195;1.391634920550129;0.07479918808810226
Canarias;6126;172.0;2020-08-30;2153389;2.8077048645119165;0.28448180983556615;0.00798740961340473
Cantabria;3832;221.0;2020-08-30;581078;5.767223382045929;0.6594639618089138;0.03803275980161011
Castilla-La Mancha;23028;3042.0;2020-08-30;2032863;13.21000521104742;1.1327866167075695;0.14964117109711772
Valencia;22695;1462.0;2020-08-30;5003769;6.441947565543071;0.4535581078982663;0.02921797549007558
Total;462858;29094.0;2020-08-31;48525383;6.285729100501666;0.9538471855028944;0.05995625011347154
Pais Vasco;29763;1579.0;2020-08-31;2207776;5.305244766992574;1.3480987201600163;0.07151993680518313
Navarra;9977;534.0;2020-08-31;2153389;5.35231031372156;0.4633161960054593;0.024798120543942596
Murcia;6194;156.0;2020-08-31;1493898;2.5185663545366483;0.41462000752394074;0.010442480008675292
Melilla;345;2.0;2020-08-31;86487;0.5797101449275363;0.39890388150820355;0.0023124862696127743
Madrid;126057;8648.0;2020-08-31;6663394;6.860388554384127;1.8917836766068463;0.12978371082364332
La Rioja;5726;370.0;2020-08-31;316798;6.461753405518687;1.807460905687536;0.11679366662668325
Extremadura;5033;527.0;2020-08-31;1067710;10.470892112060401;0.47138267881728185;0.04935797173389778
Ceuta;275;5.0;2020-08-31;84777;1.8181818181818181;0.32438043337225897;0.0058978260613138
Galicia;14513;641.0;2020-08-31;2699499;4.416729828429684;0.5376182765765055;0.023745146784644115
Castilla-Leon;28797;2830.0;2020-08-31;2399548;9.827412577699066;1.2001010190252497;0.11793887848878205
Andalucia;29808;1493.0;2020-08-31;8414240;5.008722490606549;0.35425659358420963;0.01774372967730894
Aragon;25756;1096.0;2020-08-31;1319291;4.25531914893617;1.952260721857422;0.08307492433435838
Asturias;3322;335.0;2020-08-31;1022800;10.084286574352799;0.3247946812671099;0.03275322643723113
Baleares;8164;234.0;2020-08-31;1149460;2.8662420382165603;0.7102465505541733;0.020357385206966748
Cataluña;110017;5741.0;2020-08-31;7675217;5.218284446949108;1.4334057265091007;0.07479918808810226
Canarias;7068;174.0;2020-08-31;2153389;2.461799660441426;0.32822680899735257;0.008080286469374554
Cantabria;4137;221.0;2020-08-31;581078;5.34203529127387;0.7119526122138508;0.03803275980161011
Castilla-La Mancha;23810;3043.0;2020-08-31;2032863;12.780344393112138;1.1712545311710627;0.14969036280359277
Valencia;24096;1465.0;2020-08-31;5003769;6.079847277556441;0.4815570023316424;0.029277930296142767
Ceuta;290;5.0;2020-09-01;84777;1.7241379310344827;0.34207391155620037;0.0058978260613138
Pais Vasco;30194;1579.0;2020-09-01;2207776;5.229515797840631;1.3676206281796703;0.07151993680518313
Navarra;10135;535.0;2020-09-01;2153389;5.278737049827331;0.4706534676270753;0.024844558971927506
Murcia;6536;156.0;2020-09-01;1493898;2.386780905752754;0.4375131367737289;0.010442480008675292
Melilla;355;2.0;2020-09-01;86487;0.5633802816901409;0.4104663128562674;0.0023124862696127743
Madrid;128178;8662.0;2020-09-01;6663394;6.7577899483530715;1.92361430226098;0.12999381396327458
La Rioja;5786;372.0;2020-09-01;316798;6.429312132734186;1.8264004191945655;0.11742498374358425
Galicia;14663;644.0;2020-09-01;2699499;4.392007092682261;0.5431748631875767;0.023856278516865538
Extremadura;5158;527.0;2020-09-01;1067710;10.217138425746413;0.4830899776156447;0.04935797173389778
Total;470973;29152.0;2020-09-01;48525383;6.189739114556461;0.9705703919946391;0.06007577518759615
Cataluña;110667;5749.0;2020-09-01;7675217;5.194863870891955;1.441874542439647;0.07490341966878591
Castilla-La Mancha;24157;3043.0;2020-09-01;2032863;12.596762843068262;1.188324053317907;0.14969036280359277
Andalucia;30767;1500.0;2020-09-01;8414240;4.875353463126077;0.3656539390366807;0.017826921979881723
Aragon;26641;1096.0;2020-09-01;1319291;4.1139596861979655;2.019342207291644;0.08307492433435838
Asturias;3354;335.0;2020-09-01;1022800;9.988073941562314;0.32792334767305437;0.03275322643723113
Castilla-Leon;29248;2841.0;2020-09-01;2399548;9.713484682713348;1.2188962254557942;0.11839729815781973
Valencia;25006;1473.0;2020-09-01;5003769;5.890586259297769;0.4997432935053557;0.029437809778988598
Canarias;7302;174.0;2020-09-01;2153389;2.38290879211175;0.33909340114582176;0.008080286469374554
Cantabria;4199;221.0;2020-09-01;581078;5.2631578947368425;0.7226224362305921;0.03803275980161011
Baleares;8337;238.0;2020-09-01;1149460;2.8547439126784213;0.7252970960277;0.02070537469768413
Total;479554;29194.0;2020-09-02;48525383;6.08773985828499;0.9882539206336609;0.06016232782747949
Ceuta;299;5.0;2020-09-02;84777;1.6722408026755853;0.35268999846656524;0.0058978260613138
Navarra;10269;536.0;2020-09-02;2153389;5.2195929496543;0.4768762169770534;0.024890997399912417
Murcia;6755;157.0;2020-09-02;1493898;2.3242042931162104;0.45217277217052304;0.010509418983089876
Melilla;372;2.0;2020-09-02;86487;0.5376344086021505;0.430122446147976;0.0023124862696127743
Madrid;130579;8676.0;2020-09-02;6663394;6.644253670191991;1.9596469907077385;0.13020391710290583
La Rioja;5876;373.0;2020-09-02;316798;6.34785568413887;1.8548096894551103;0.11774064230203474
Galicia;14916;645.0;2020-09-02;2699499;4.324215607401448;0.5525469726049167;0.02389332242760601
Extremadura;5273;529.0;2020-09-02;1067710;10.032239711739049;0.49386069251013853;0.04954528851467159
Pais Vasco;30729;1579.0;2020-09-02;2207776;5.1384685476260215;1.391853159016132;0.07151993680518313
Cataluña;112230;5757.0;2020-09-02;7675217;5.129644480085538;1.4622387875157146;0.07500765124946956
Castilla-La Mancha;24664;3046.0;2020-09-02;2032863;12.34998378203049;1.2132642485007599;0.14983793792301794
Cantabria;4313;224.0;2020-09-02;581078;5.193600741942963;0.7422411449065358;0.038549041608871785
Canarias;7566;175.0;2020-09-02;2153389;2.3129791171028287;0.35135314613383833;0.008126724897359465
Valencia;25461;1473.0;2020-09-02;5003769;5.785318722752445;0.5088364390922123;0.029437809778988598
Baleares;8663;238.0;2020-09-02;1149460;2.747316172226711;0.7536582395211665;0.02070537469768413
Asturias;3384;335.0;2020-09-02;1022800;9.89952718676123;0.3308564724286273;0.03275322643723113
Aragon;26865;1096.0;2020-09-02;1319291;4.07965754699423;2.0363210239439216;0.08307492433435838
Andalucia;31651;1506.0;2020-09-02;8414240;4.758143502574958;0.37615993839015766;0.01789822966780125
Castilla-Leon;29689;2842.0;2020-09-02;2399548;9.572568964936508;1.237274686732668;0.11843897267318679
Galicia;15051;649.0;2020-09-03;2699499;4.312005846787589;0.5575479005548808;0.02404149807056791
La Rioja;5938;373.0;2020-09-03;316798;6.281576288312563;1.8743805200790409;0.11774064230203474
Madrid;133656;8692.0;2020-09-03;6663394;6.503262105704196;2.005824659325263;0.1304440349767701
Extremadura;5411;529.0;2020-09-03;1067710;9.776381445204214;0.5067855503835311;0.04954528851467159
Murcia;6755;157.0;2020-09-03;1493898;2.3242042931162104;0.45217277217052304;0.010509418983089876
Navarra;10380;536.0;2020-09-03;2153389;5.163776493256262;0.48203088248337855;0.024890997399912417
Pais Vasco;31294;1580.0;2020-09-03;2207776;5.048891161244967;1.417444523357442;0.07156523125534474
Melilla;394;2.0;2020-09-03;86487;0.5076142131979695;0.4555597951137165;0.0023124862696127743
Ceuta;303;5.0;2020-09-03;84777;1.6501650165016502;0.35740825931561626;0.0058978260613138
Total;488513;29234.0;2020-09-03;48525383;5.984282915705416;1.0067164230316328;0.06024475891308267
Castilla-Leon;30040;2846.0;2020-09-03;2399548;9.474034620505993;1.2519024416265063;0.11860567073465503
Andalucia;32673;1509.0;2020-09-03;8414240;4.6184923331190895;0.38830601456578373;0.017933883511761013
Aragon;27105;1096.0;2020-09-03;1319291;4.043534403246634;2.054512613214219;0.08307492433435838
Asturias;3453;335.0;2020-09-03;1022800;9.701708659136983;0.33760265936644507;0.03275322643723113
Baleares;8961;242.0;2020-09-03;1149460;2.700591451846892;0.7795834565796113;0.02105336418840151
Cataluña;113569;5758.0;2020-09-03;7675217;5.070045522986026;1.47968454833264;0.07502068019705502
Canarias;7927;178.0;2020-09-03;2153389;2.2454900971363694;0.3681174186363913;0.008266040181314199
Cantabria;4415;224.0;2020-09-03;581078;5.07361268403171;0.7597947263534327;0.038549041608871785
Castilla-La Mancha;25192;3048.0;2020-09-03;2032863;12.0990790727215;1.239237469519589;0.14993632133596804
Valencia;25996;1475.0;2020-09-03;5003769;5.673949838436682;0.5195283795075272;0.029477779649700057
Extremadura;5583;530.0;2020-09-04;1067710;9.493104065914382;0.5228947935300784;0.04963894690505849
Pais Vasco;32006;1580.0;2020-09-04;2207776;4.936574392301443;1.4496941718725087;0.07156523125534474
Navarra;10547;536.0;2020-09-04;2153389;5.0820138427989;0.4897860999568587;0.024890997399912417
Murcia;7017;157.0;2020-09-04;1493898;2.2374234003135243;0.46971078346714434;0.010509418983089876
Melilla;413;3.0;2020-09-04;86487;0.7263922518159807;0.47752841467503787;0.003468729404419161
Madrid;136901;8728.0;2020-09-04;6663394;6.375409967786941;2.054523565618362;0.13098430019296473
La Rioja;6037;374.0;2020-09-04;316798;6.195130031472586;1.90563071736564;0.11805630086048523
Galicia;15480;652.0;2020-09-04;2699499;4.2118863049095605;0.5734397382625442;0.024152629802789333
Ceuta;308;5.0;2020-09-04;84777;1.6233766233766234;0.36330608537693004;0.0058978260613138
Total;498989;29418.0;2020-09-04;48525383;5.895520742942229;1.028305124351105;0.060623941906857284
Castilla-Leon;30531;2856.0;2020-09-04;2399548;9.354426648324653;1.2723646286717332;0.11902241588832563
Andalucia;33687;1516.0;2020-09-04;8414240;4.5002523228545135;0.40035701382418376;0.018017075814333795
Aragon;27493;1212.0;2020-09-04;1319291;4.408394864147238;2.0839223492012;0.09186752581500215
Asturias;3498;335.0;2020-09-04;1022800;9.576901086335049;0.34200234649980443;0.03275322643723113
Baleares;9191;243.0;2020-09-04;1149460;2.643890762702644;0.7995928522958606;0.021140361561080855
Cataluña;114987;5761.0;2020-09-04;7675217;5.010131580091662;1.4981595960088163;0.07505976703981138
Canarias;8302;179.0;2020-09-04;2153389;2.1561069621777884;0.385531829130733;0.00831247860929911
Cantabria;4561;225.0;2020-09-04;581078;4.933128699846525;0.784920440973501;0.03872113554462568
Castilla-La Mancha;25737;3048.0;2020-09-04;2032863;11.842872129618836;1.2660469495484938;0.14993632133596804
Valencia;26710;1478.0;2020-09-04;5003769;5.533508049419693;0.5337976233515176;0.029537734455767243
Ceuta;308;5.0;2020-09-05;84777;1.6233766233766234;0.36330608537693004;0.0058978260613138
Pais Vasco;32006;1580.0;2020-09-05;2207776;4.936574392301443;1.4496941718725087;0.07156523125534474
Navarra;10547;536.0;2020-09-05;2153389;5.0820138427989;0.4897860999568587;0.024890997399912417
Murcia;7017;157.0;2020-09-05;1493898;2.2374234003135243;0.46971078346714434;0.010509418983089876
Melilla;413;3.0;2020-09-05;86487;0.7263922518159807;0.47752841467503787;0.003468729404419161
Madrid;136901;8728.0;2020-09-05;6663394;6.375409967786941;2.054523565618362;0.13098430019296473
La Rioja;6037;374.0;2020-09-05;316798;6.195130031472586;1.90563071736564;0.11805630086048523
Galicia;15480;652.0;2020-09-05;2699499;4.2118863049095605;0.5734397382625442;0.024152629802789333
Extremadura;5583;530.0;2020-09-05;1067710;9.493104065914382;0.5228947935300784;0.04963894690505849
Total;498989;29418.0;2020-09-05;48525383;5.895520742942229;1.028305124351105;0.060623941906857284
Cataluña;114987;5761.0;2020-09-05;7675217;5.010131580091662;1.4981595960088163;0.07505976703981138
Castilla-La Mancha;25737;3048.0;2020-09-05;2032863;11.842872129618836;1.2660469495484938;0.14993632133596804
Cantabria;4561;225.0;2020-09-05;581078;4.933128699846525;0.784920440973501;0.03872113554462568
Canarias;8302;179.0;2020-09-05;2153389;2.1561069621777884;0.385531829130733;0.00831247860929911
Valencia;26710;1478.0;2020-09-05;5003769;5.533508049419693;0.5337976233515176;0.029537734455767243
Baleares;9191;243.0;2020-09-05;1149460;2.643890762702644;0.7995928522958606;0.021140361561080855
Asturias;3498;335.0;2020-09-05;1022800;9.576901086335049;0.34200234649980443;0.03275322643723113
Aragon;27493;1212.0;2020-09-05;1319291;4.408394864147238;2.0839223492012;0.09186752581500215
Andalucia;33687;1516.0;2020-09-05;8414240;4.5002523228545135;0.40035701382418376;0.018017075814333795
Castilla-Leon;30531;2856.0;2020-09-05;2399548;9.354426648324653;1.2723646286717332;0.11902241588832563
Galicia;15480;652.0;2020-09-06;2699499;4.2118863049095605;0.5734397382625442;0.024152629802789333
La Rioja;6037;374.0;2020-09-06;316798;6.195130031472586;1.90563071736564;0.11805630086048523
Madrid;136901;8728.0;2020-09-06;6663394;6.375409967786941;2.054523565618362;0.13098430019296473
Extremadura;5583;530.0;2020-09-06;1067710;9.493104065914382;0.5228947935300784;0.04963894690505849
Murcia;7017;157.0;2020-09-06;1493898;2.2374234003135243;0.46971078346714434;0.010509418983089876
Navarra;10547;536.0;2020-09-06;2153389;5.0820138427989;0.4897860999568587;0.024890997399912417
Pais Vasco;32006;1580.0;2020-09-06;2207776;4.936574392301443;1.4496941718725087;0.07156523125534474
Melilla;413;3.0;2020-09-06;86487;0.7263922518159807;0.47752841467503787;0.003468729404419161
Ceuta;308;5.0;2020-09-06;84777;1.6233766233766234;0.36330608537693004;0.0058978260613138
Total;498989;29418.0;2020-09-06;48525383;5.895520742942229;1.028305124351105;0.060623941906857284
Castilla-Leon;30531;2856.0;2020-09-06;2399548;9.354426648324653;1.2723646286717332;0.11902241588832563
Andalucia;33687;1516.0;2020-09-06;8414240;4.5002523228545135;0.40035701382418376;0.018017075814333795
Aragon;27493;1212.0;2020-09-06;1319291;4.408394864147238;2.0839223492012;0.09186752581500215
Asturias;3498;335.0;2020-09-06;1022800;9.576901086335049;0.34200234649980443;0.03275322643723113
Baleares;9191;243.0;2020-09-06;1149460;2.643890762702644;0.7995928522958606;0.021140361561080855
Cataluña;114987;5761.0;2020-09-06;7675217;5.010131580091662;1.4981595960088163;0.07505976703981138
Canarias;8302;179.0;2020-09-06;2153389;2.1561069621777884;0.385531829130733;0.00831247860929911
Cantabria;4561;225.0;2020-09-06;581078;4.933128699846525;0.784920440973501;0.03872113554462568
Castilla-La Mancha;25737;3048.0;2020-09-06;2032863;11.842872129618836;1.2660469495484938;0.14993632133596804
Valencia;26710;1478.0;2020-09-06;5003769;5.533508049419693;0.5337976233515176;0.029537734455767243
Total;525549;29516.0;2020-09-07;48525383;5.616222274231328;1.0830393651916153;0.06082589806658507
Pais Vasco;33789;1580.0;2020-09-07;2207776;4.676078013554707;1.5304541765106605;0.07156523125534474
Navarra;11100;540.0;2020-09-07;2153389;4.864864864864865;0.5154665506325146;0.025076751111852064
Murcia;8575;160.0;2020-09-07;1493898;1.8658892128279883;0.5740017056050681;0.010710235906333632
Melilla;460;3.0;2020-09-07;86487;0.6521739130434783;0.5318718420109381;0.003468729404419161
Madrid;146341;8748.0;2020-09-07;6663394;5.977818929759945;2.196193111198287;0.13128444753529508
La Rioja;6254;377.0;2020-09-07;316798;6.028141989126959;1.9741286245493974;0.11900327653583671
Extremadura;6031;533.0;2020-09-07;1067710;8.837672027856076;0.5648537524234108;0.049919922076219196
Ceuta;335;5.0;2020-09-07;84777;1.492537313432836;0.3951543461080246;0.0058978260613138
Galicia;16050;660.0;2020-09-07;2699499;4.11214953271028;0.5945547673846147;0.02444898108871313
Castilla-Leon;31987;2863.0;2020-09-07;2399548;8.950511145152719;1.3330427230461737;0.11931413749589506
Andalucia;36083;1537.0;2020-09-07;8414240;4.259623645484023;0.4288325505333815;0.01826665272205214
Aragon;28410;1212.0;2020-09-07;1319291;4.2661034846884895;2.1534293798714614;0.09186752581500215
Asturias;3698;337.0;2020-09-07;1022800;9.113034072471606;0.3615565115369574;0.03294876808760266
Baleares;9501;245.0;2020-09-07;1149460;2.5786759288495946;0.8265620378264577;0.021314356306439547
Cataluña;118233;5769.0;2020-09-07;7675217;4.879348405267565;1.5404515598712063;0.07516399862049503
Canarias;9184;185.0;2020-09-07;2153389;2.0143728222996518;0.4264905226134247;0.008591109177208577
Cantabria;4856;226.0;2020-09-07;581078;4.654036243822076;0.8356881520208991;0.03889322948037957
Castilla-La Mancha;26820;3051.0;2020-09-07;2032863;11.375838926174497;1.3193215676609786;0.15008389645539322
Valencia;27842;1485.0;2020-09-07;5003769;5.333668558293226;0.5564205701742027;0.029677629003257346
Ceuta;340;6.0;2020-09-08;84777;1.7647058823529411;0.40105217216933836;0.0070773912735765596
Pais Vasco;34175;1582.0;2020-09-08;2207776;4.629114850036577;1.547937834273042;0.07165582015566796
Navarra;11386;540.0;2020-09-08;2153389;4.742666432460917;0.5287479410361993;0.025076751111852064
Murcia;9034;162.0;2020-09-08;1493898;1.7932255922072171;0.6047266948613627;0.010844113855162802
Melilla;473;3.0;2020-09-08;86487;0.6342494714587738;0.5469030027634211;0.003468729404419161
Madrid;149262;8780.0;2020-09-08;6663394;5.882274122013641;2.2400296305456346;0.13176468328302363
La Rioja;6352;379.0;2020-09-08;316798;5.966624685138539;2.005063163277546;0.11963459365273771
Galicia;16393;662.0;2020-09-08;2699499;4.038309034343928;0.6072608287685974;0.02452306891019408
Extremadura;6091;533.0;2020-09-08;1067710;8.7506156624528;0.570473255846625;0.049919922076219196
Total;534513;29594.0;2020-09-08;48525383;5.536628669461734;1.1015121714752876;0.060986638683511264
Cataluña;118974;5770.0;2020-09-08;7675217;4.849799115773195;1.550106010032029;0.07517702756808048
Castilla-La Mancha;27360;3053.0;2020-09-08;2032863;11.158625730994151;1.3458850891575085;0.15018227986834332
Andalucia;37123;1545.0;2020-09-08;8414240;4.1618403685047;0.4411925497727662;0.018361729639278176
Aragon;28625;1212.0;2020-09-08;1319291;4.234061135371179;2.1697260119261026;0.09186752581500215
Asturias;3714;338.0;2020-09-08;1022800;9.100700053850296;0.3631208447399296;0.03304653891278842
Castilla-Leon;32573;2872.0;2020-09-08;2399548;8.817118472354403;1.3574639890512714;0.1196892081341986
Valencia;28513;1494.0;2020-09-08;5003769;5.239715217620033;0.5698304617978968;0.029857493421458905
Canarias;9380;187.0;2020-09-08;2153389;1.9936034115138592;0.4355924544984673;0.008683986033178399
Cantabria;4936;227.0;2020-09-08;581078;4.598865478119935;0.8494556668812104;0.03906532341613346
Baleares;9809;249.0;2020-09-08;1149460;2.5384850647364665;0.8533572286116959;0.021662345797156927
Extremadura;6246;538.0;2020-09-09;1067710;8.613512648094781;0.584990306356595;0.05038821402815371
Pais Vasco;34852;1587.0;2020-09-09;2207776;4.55354068633077;1.5786021770324525;0.07188229240647602
Navarra;11582;540.0;2020-09-09;2153389;4.662407183560697;0.5378498729212419;0.025076751111852064
Murcia;9419;164.0;2020-09-09;1493898;1.7411614821106274;0.630498200010978;0.010977991803991973
Melilla;505;3.0;2020-09-09;86487;0.594059405940594;0.5839027830772254;0.003468729404419161
Madrid;152185;8782.0;2020-09-09;6663394;5.77060814140684;2.2838961646272153;0.13179469801725668
La Rioja;6381;380.0;2020-09-09;316798;5.95517943895941;2.01421726147261;0.1199502522111882
Galicia;16659;663.0;2020-09-09;2699499;3.979830722132181;0.6171145090255636;0.02456011282093455
Total;543379;29628.0;2020-09-09;48525383;5.452547853339934;1.119783021599232;0.061056705106273965
Ceuta;362;6.0;2020-09-09;84777;1.6574585635359116;0.4270026068391191;0.0070773912735765596
Castilla-Leon;32922;2873.0;2020-09-09;2399548;8.726687321547901;1.3720083949143755;0.11973088264956566
Castilla-La Mancha;27807;3052.0;2020-09-09;2032863;10.975653612399755;1.367873781951858;0.15013308816186827
Cantabria;5049;227.0;2020-09-09;581078;4.495939790057437;0.8689022816214003;0.03906532341613346
Canarias;9602;189.0;2020-09-09;2153389;1.9683399291814205;0.4459017855111176;0.008776862889148222
Valencia;29253;1501.0;2020-09-09;5003769;5.131097665196732;0.5846193139611361;0.029997387968949005
Baleares;10135;250.0;2020-09-09;1149460;2.46669955599408;0.8817183721051625;0.02174934316983627
Asturias;3758;338.0;2020-09-09;1022800;8.994145822245876;0.36742276104810323;0.03304653891278842
Aragon;28914;1212.0;2020-09-09;1319291;4.191741025108944;2.191631717339086;0.09186752581500215
Andalucia;37909;1550.0;2020-09-09;8414240;4.08873882191564;0.4505338568902242;0.01842115271254445
Cataluña;119839;5773.0;2020-09-09;7675217;4.817296539523861;1.5613760496934483;0.07521611441083685
Galicia;16937;670.0;2020-09-10;2699499;3.9558363346519454;0.6274127162114155;0.024819420196117874
La Rioja;6472;381.0;2020-09-10;316798;5.88689740420272;2.042942190291605;0.1202659107696387
Madrid;156026;8817.0;2020-09-10;6663394;5.650981246715291;2.341539461721759;0.13231995586633477
Melilla;549;3.0;2020-09-10;86487;0.546448087431694;0.6347774810087065;0.003468729404419161
Extremadura;6421;538.0;2020-09-10;1067710;8.378757202927893;0.6013805246743029;0.05038821402815371
Navarra;11582;540.0;2020-09-10;2153389;4.662407183560697;0.5378498729212419;0.025076751111852064
Pais Vasco;35413;1587.0;2020-09-10;2207776;4.481405133707961;1.604012363573116;0.07188229240647602
Total;554143;29699.0;2020-09-10;48525383;5.359446929763617;1.141965226735047;0.06120302028321961
Murcia;10026;167.0;2020-09-10;1493898;1.6656692599241971;0.6711301574806312;0.011178808727235728
Ceuta;362;7.0;2020-09-10;84777;1.9337016574585635;0.4270026068391191;0.00825695648583932
Cataluña;121054;5773.0;2020-09-10;7675217;4.768946090174633;1.5772062210097773;0.07521611441083685
Castilla-Leon;33514;2878.0;2020-09-10;2399548;8.587455988542102;1.3966797080116755;0.11993925522640098
Castilla-La Mancha;28433;3052.0;2020-09-10;2032863;10.734006260331306;1.3986677902052425;0.15013308816186827
Cantabria;5221;227.0;2020-09-10;581078;4.3478260869565215;0.8985024385710696;0.03906532341613346
Canarias;9861;189.0;2020-09-10;2153389;1.9166413142683298;0.4579293383592096;0.008776862889148222
Valencia;29907;1501.0;2020-09-10;5003769;5.018891898217809;0.5976894616837828;0.029997387968949005
Baleares;10412;253.0;2020-09-10;1149460;2.4298885900883596;0.905816644337341;0.022010335287874307
Asturias;3781;338.0;2020-09-10;1022800;8.939434012166094;0.3696714900273758;0.03304653891278842
Aragon;29288;1212.0;2020-09-10;1319291;4.138213602840754;2.2199802772852992;0.09186752581500215
Andalucia;38884;1566.0;2020-09-10;8414240;4.0273634399753115;0.46212135617714734;0.01861130654699652
Galicia;17179;674.0;2020-09-11;2699499;3.923394842540311;0.6363773426106103;0.02496759583907977
La Rioja;6528;382.0;2020-09-11;316798;5.85171568627451;2.060619069564833;0.1205815693280892
Madrid;160221;8818.0;2020-09-11;6663394;5.503648086081101;2.40449536677555;0.1323349632334513
Melilla;577;3.0;2020-09-11;86487;0.5199306759098787;0.6671522887832854;0.003468729404419161
Total;566326;29747.0;2020-09-11;48525383;5.252628344804935;1.167071674632635;0.06130193758594342
Navarra;12232;542.0;2020-09-11;2153389;4.431000654022236;0.5680348511114341;0.025169627967821885
Pais Vasco;36095;1587.0;2020-09-11;2207776;4.396730849148081;1.6349031785833346;0.07188229240647602
Extremadura;6643;538.0;2020-09-11;1067710;8.09875056450399;0.6221726873401954;0.05038821402815371
Murcia;10220;169.0;2020-09-11;1493898;1.6536203522504893;0.6841163185170608;0.011312686676064899
Ceuta;376;7.0;2020-09-11;84777;1.8617021276595744;0.44351651981079776;0.00825695648583932
Cataluña;122320;5780.0;2020-09-11;7675217;4.725310660562459;1.5937008686529646;0.07530731704393505
Castilla-Leon;34087;2883.0;2020-09-11;2399548;8.457769824273184;1.4205592053170013;0.12014762780323628
Aragon;29665;1212.0;2020-09-11;1319291;4.0856227877970674;2.2485562320973917;0.09186752581500215
Asturias;3828;338.0;2020-09-11;1022800;8.829676071055381;0.3742667188111068;0.03304653891278842
Baleares;10729;258.0;2020-09-11;1149460;2.4046975486997857;0.9333948114766935;0.02244532215127103
Andalucia;40125;1573.0;2020-09-11;8414240;3.9202492211838007;0.47687016296183615;0.0186944988495693
Canarias;10133;189.0;2020-09-11;2153389;1.8651929339780915;0.47056059077110546;0.008776862889148222
Cantabria;5372;227.0;2020-09-11;581078;4.225614296351452;0.9244886228699073;0.03906532341613346
Castilla-La Mancha;29130;3052.0;2020-09-11;2032863;10.477171301064194;1.432954409618356;0.15013308816186827
Valencia;30866;1515.0;2020-09-11;5003769;4.908313354500097;0.6168550146899268;0.03027717706392921
Galicia;17179;674.0;2020-09-12;2699499;3.923394842540311;0.6363773426106103;0.02496759583907977
Total;566326;29747.0;2020-09-12;48525383;5.252628344804935;1.167071674632635;0.06130193758594342
