Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Castilla-La Mancha;19875;3037.0;2020-08-16;2045221;15.280503144654087;0.9717776220760495;0.14849251010037545
Canarias;3323;164.0;2020-08-16;2175952;4.935299428227506;0.1527147657668919;0.007536930961712391
Valencia;16777;1442.0;2020-08-16;5057353;8.595100435119509;0.33173480277133116;0.02851293947644153
Baleares;4178;225.0;2020-08-16;1171543;5.385351842987075;0.35662370053852055;0.019205441029479926
Asturias;2785;334.0;2020-08-16;1018784;11.992818671454218;0.2733651097779313;0.032784181926689075
Aragon;20353;992.0;2020-08-16;1329391;4.8739743526752815;1.531001789541226;0.07462063456123895
Ceuta;171;4.0;2020-08-16;84202;2.3391812865497075;0.2030830621600437;0.004750480986199852
Andalucia;18937;1445.0;2020-08-16;8464411;7.630564503353224;0.2237249585352129;0.017071477271129676
Navarra;7899;532.0;2020-08-16;2175952;6.735029750601342;0.3630135223571108;0.024449068729457266
Asturias;2973;334.0;2020-08-23;1018784;11.234443323242516;0.2918184816408581;0.032784181926689075
Total;386054;28838.0;2020-08-23;48965550;7.469939438524144;0.7884196133812446;0.05889446764102517
Pais Vasco;23919;1567.0;2020-08-23;2220504;6.551277227308834;1.0771878816701073;0.07056956438718417
Navarra;8547;532.0;2020-08-23;2175952;6.224406224406224;0.39279359103509637;0.024449068729457266
Murcia;4067;152.0;2020-08-23;1511251;3.7373985738873863;0.2691147929761502;0.01005789243481063
Melilla;217;2.0;2020-08-23;87076;0.9216589861751152;0.24920758877302587;0.0022968441361569205
Madrid;102382;8537.0;2020-08-23;6779888;8.338379793323044;1.5100839423896089;0.12591653431443114
La Rioja;4858;367.0;2020-08-23;319914;7.554549197200494;1.5185331057721763;0.11471833055133566
Aragon;23607;1096.0;2020-08-23;1329391;4.642690727326641;1.775775524281419;0.08244376560394948
Galicia;11952;626.0;2020-08-23;2701819;5.237617135207497;0.44236864127463754;0.023169575756185
Ceuta;208;4.0;2020-08-23;84202;1.9230769230769231;0.24702501128239235;0.004750480986199852
Cataluña;98462;5724.0;2020-08-23;7780479;5.813410249639455;1.2655004916792398;0.07356873529251862
Castilla-Leon;24816;2810.0;2020-08-23;2394918;11.32333978078659;1.036194141093766;0.11733178338465033
Castilla-La Mancha;21054;3038.0;2020-08-23;2045221;14.4295620784649;1.029424204034674;0.14854140457192647
Cantabria;3240;221.0;2020-08-23;582905;6.820987654320987;0.5558367143874217;0.037913553666549436
Valencia;19103;1449.0;2020-08-23;5057353;7.585196042506412;0.3777272418990725;0.028651351803997072
Baleares;5342;228.0;2020-08-23;1171543;4.268064395357544;0.4559798487976967;0.019461513576539656
Extremadura;4194;524.0;2020-08-23;1063987;12.494039103481164;0.3941777484123396;0.04924872202385931
Andalucia;22825;1460.0;2020-08-23;8464411;6.396495071193867;0.2696584558571175;0.01724868983795801
Canarias;4288;167.0;2020-08-23;2175952;3.894589552238806;0.19706317051111422;0.007674801650036398
Extremadura;4698;526.0;2020-08-30;1063987;11.196253724989358;0.4415467482215478;0.049436694245324424
Ceuta;249;4.0;2020-08-30;84202;1.606425702811245;0.2957174413909408;0.004750480986199852
Cataluña;106811;5741.0;2020-08-30;7780479;5.374914568724195;1.3728075096661787;0.07378723083758724
Castilla-Leon;27430;2822.0;2020-08-30;2394918;10.28800583302953;1.1453419281996293;0.11783284438131075
Castilla-La Mancha;23028;3042.0;2020-08-30;2045221;13.21000521104742;1.1259418908763406;0.14873698245813044
Valencia;22695;1462.0;2020-08-30;5057353;6.441947565543071;0.448752539124716;0.028908403269457362
Canarias;6126;172.0;2020-08-30;2175952;2.8077048645119165;0.2815319455576226;0.007904586130576409
Baleares;7648;233.0;2020-08-30;1171543;3.0465481171548117;0.6528142799709443;0.019888301154972546
Asturias;3221;335.0;2020-08-30;1018784;10.400496740142813;0.31616122750259135;0.032882338160002515
Aragon;25562;1096.0;2020-08-30;1329391;4.287614427666067;1.9228353434016028;0.08244376560394948
Andalucia;27734;1480.0;2020-08-30;8464411;5.336410182447537;0.32765422189447085;0.017484973260395793
Cantabria;3832;221.0;2020-08-30;582905;5.767223382045929;0.6573970029421604;0.037913553666549436
Galicia;13655;634.0;2020-08-30;2701819;4.642987916514097;0.505400250719978;0.023465672570960525
Navarra;9537;533.0;2020-08-30;2175952;5.588759567998323;0.4382909181820187;0.02449502562556527
Madrid;118600;8604.0;2020-08-30;6779888;7.254637436762226;1.749291433722799;0.12690475122892886
Melilla;300;2.0;2020-08-30;87076;0.6666666666666666;0.34452662042353804;0.0022968441361569205
La Rioja;5371;369.0;2020-08-30;319914;6.870229007633588;1.6788887013384848;0.11534349856523941
Murcia;5455;156.0;2020-08-30;1511251;2.859761686526123;0.3609592317887631;0.010322573814674068
Total;439286;29011.0;2020-08-30;48965550;6.604125785934448;0.8971327800872246;0.05924777726381099
Pais Vasco;27334;1579.0;2020-08-30;2220504;5.776688373454306;1.2309817951239899;0.07110998223826663
Pais Vasco;32006;1580.0;2020-09-06;2220504;4.936574392301443;1.4413844784787597;0.07115501705919017
Navarra;10547;536.0;2020-09-06;2175952;5.0820138427989;0.48470738325110113;0.024632896313889277
Murcia;7017;157.0;2020-09-06;1511251;2.2374234003135243;0.46431731062543546;0.010388744159639928
Melilla;413;3.0;2020-09-06;87076;0.7263922518159807;0.47429831411640405;0.0034452662042353806
Madrid;136901;8728.0;2020-09-06;6779888;6.375409967786941;2.0192221464425373;0.12873368999605894
La Rioja;6037;374.0;2020-09-06;319914;6.195130031472586;1.887069649968429;0.11690641859999874
Galicia;15480;652.0;2020-09-06;2701819;4.2118863049095605;0.572947336590645;0.024131890404205464
Extremadura;5583;530.0;2020-09-06;1063987;9.493104065914382;0.5247244562198599;0.04981263868825465
Ceuta;308;5.0;2020-09-06;84202;1.6233766233766234;0.36578703593738865;0.005938101232749816
Cataluña;114987;5761.0;2020-09-06;7780479;5.010131580091662;1.4778910141650663;0.07404428442002092
Castilla-Leon;30531;2856.0;2020-09-06;2394918;9.354426648324653;1.2748244407532952;0.11925251720518197
Castilla-La Mancha;25737;3048.0;2020-09-06;2045221;11.842872129618836;1.2583970143079892;0.14903034928743641
Cantabria;4561;225.0;2020-09-06;582905;4.933128699846525;0.7824602636793303;0.038599771832459835
Canarias;8302;179.0;2020-09-06;2175952;2.1561069621777884;0.3815341514886358;0.008226284403332427
Valencia;26710;1478.0;2020-09-06;5057353;5.533508049419693;0.5281418955726445;0.02922477430387003
Baleares;9191;243.0;2020-09-06;1171543;2.643890762702644;0.7845209266753334;0.02074187631183832
Asturias;3498;335.0;2020-09-06;1018784;9.576901086335049;0.3433505041304143;0.032882338160002515
Aragon;27493;1212.0;2020-09-06;1329391;4.408394864147238;2.0680898245888533;0.09116956561312661
Total;498989;29418.0;2020-09-06;48965550;5.895520742942229;1.019061360487118;0.06007897389082733
Andalucia;33687;1516.0;2020-09-06;8464411;4.5002523228545135;0.3979839825830764;0.017910283420783796
Madrid;160221;8818.0;2020-09-13;6779888;5.503648086081101;2.363180630712484;0.1300611455528469
La Rioja;6528;382.0;2020-09-13;319914;5.85171568627451;2.040548397381796;0.1194070906556137
Galicia;17179;674.0;2020-09-13;2701819;3.923394842540311;0.6358308976285976;0.024946156644838163
Extremadura;6643;538.0;2020-09-13;1063987;8.09875056450399;0.6243497335963691;0.0505645275741151
Ceuta;376;7.0;2020-09-13;84202;1.8617021276595744;0.44654521270278613;0.008313341725849742
Cataluña;122320;5780.0;2020-09-13;7780479;4.725310660562459;1.5721397101643741;0.07428848532333292
Cantabria;5372;227.0;2020-09-13;582905;4.225614296351452;0.9215909968176632;0.038942880915415035
Castilla-La Mancha;29130;3052.0;2020-09-13;2045221;10.477171301064194;1.4242959562805193;0.14922592717364042
Canarias;10133;189.0;2020-09-13;2175952;1.8651929339780915;0.4656812282623881;0.00868585336441245
Valencia;30866;1515.0;2020-09-13;5057353;4.908313354500097;0.6103192717613345;0.02995638232094932
Asturias;3828;338.0;2020-09-13;1018784;8.829676071055381;0.3757420611238496;0.033176806859942835
Aragon;29665;1212.0;2020-09-13;1329391;4.0856227877970674;2.231472907519308;0.09116956561312661
Andalucia;40125;1573.0;2020-09-13;8464411;3.9202492211838007;0.47404361626579805;0.018583691174731472
Castilla-Leon;34087;2883.0;2020-09-13;2394918;8.457769824273184;1.423305516097002;0.12037990444766794
Baleares;10729;258.0;2020-09-13;1171543;2.4046975486997857;0.9158007858012894;0.02202223904713698
Total;566326;29747.0;2020-09-13;48965550;5.252628344804935;1.1565804938369935;0.06075087484976682
Navarra;12232;542.0;2020-09-13;2175952;4.431000654022236;0.5621447531930851;0.02490863769053729
Melilla;577;3.0;2020-09-13;87076;0.5199306759098787;0.6626395332812716;0.0034452662042353806
Pais Vasco;36095;1587.0;2020-09-13;2220504;4.396730849148081;1.625531861235107;0.07147026080565494
Murcia;10220;169.0;2020-09-13;1511251;1.6536203522504893;0.6762609255510832;0.01118278829923024
Murcia;13371;193.0;2020-09-20;1511251;1.4434223319123476;0.8847636825385061;0.012770876578410867
Melilla;664;4.0;2020-09-20;87076;0.6024096385542169;0.7625522532040976;0.004593688272313841
Madrid;187045;8999.0;2020-09-20;6779888;4.811141703868053;2.758821384660042;0.13273080617260935
La Rioja;7333;393.0;2020-09-20;319914;5.359334515205236;2.2921785229780505;0.12284551473208424
Galicia;18593;702.0;2020-09-20;2701819;3.775614478567203;0.688166009640172;0.02598249549655251
Extremadura;8166;544.0;2020-09-20;1063987;6.661768307616948;0.7674905802420519;0.051128444238510436
Ceuta;441;9.0;2020-09-20;84202;2.0408163265306123;0.5237405287285337;0.01068858221894967
Canarias;11479;209.0;2020-09-20;2175952;1.820716090251764;0.5275392104237594;0.009604991286572499
Castilla-Leon;38872;2931.0;2020-09-20;2394918;7.540131714344516;1.623103588515348;0.12238414843430966
Castilla-La Mancha;34835;3065.0;2020-09-20;2045221;8.79862207549878;1.7032389164789525;0.14986155530380335
Cantabria;6058;231.0;2020-09-20;582905;3.8131396500495214;1.0392774122712964;0.03962909908132543
Valencia;34370;1541.0;2020-09-20;5057353;4.48356124527204;0.6796045282977083;0.030470485251869902
Baleares;12059;270.0;2020-09-20;1171543;2.238991624512812;1.0293262816644375;0.02304652923537591
Asturias;4340;341.0;2020-09-20;1018784;7.857142857142857;0.4259980525803311;0.033471275559883155
Aragon;32266;1302.0;2020-09-20;1329391;4.035207338994607;2.4271264060009434;0.09793958286162611
Cataluña;128901;5797.0;2020-09-20;7780479;4.497249827386909;1.656723191464176;0.07450698086840155
Andalucia;47612;1662.0;2020-09-20;8464411;3.490716626060657;0.5624963154553814;0.0196351524045796
Pais Vasco;39430;1749.0;2020-09-20;2220504;4.435708851128583;1.7757229890151065;0.0787659017952681
Total;640040;30495.0;2020-09-20;48965550;4.764545965877133;1.3071230691782283;0.06227847946158064
Navarra;14205;553.0;2020-09-20;2175952;3.8929954241464273;0.6528177092141738;0.025414163547725317
Aragon;34722;1360.0;2020-09-27;1329391;3.916825067680433;2.6118726544711075;0.10230248286621468
La Rioja;8101;409.0;2020-09-27;319914;5.04875941241822;2.532243040317085;0.12784685884331415
Galicia;20420;726.0;2020-09-27;2701819;3.555337904015671;0.755787119714533;0.026870785940879088
Extremadura;9890;564.0;2020-09-27;1063987;5.7027300303336705;0.9295226351449782;0.05300816645316155
Ceuta;528;10.0;2020-09-27;84202;1.893939393939394;0.6270634901783806;0.011876202465499633
Cataluña;135469;5829.0;2020-09-27;7780479;4.302829429611203;1.7411395879353957;0.07491826660029544
Castilla-Leon;44353;2994.0;2020-09-27;2394918;6.750388925213627;1.8519631987399987;0.1250147186667769
Castilla-La Mancha;39954;3111.0;2020-09-27;2045221;7.786454422585974;1.9535297163485021;0.15211070099514917
Madrid;213709;9213.0;2020-09-27;6779888;4.311002344309318;3.152102217617754;0.1358872004965274
Canarias;12762;220.0;2020-09-27;2175952;1.7238677323303557;0.5865019081303264;0.010110517143760524
Valencia;38112;1583.0;2020-09-27;5057353;4.153547439126784;0.7535958039709706;0.03130095921720315
Baleares;13309;287.0;2020-09-27;1171543;2.15643549477797;1.1360231762726591;0.024497607002047728
Asturias;4964;343.0;2020-09-27;1018784;6.909750201450443;0.4872475421679178;0.033667588026510036
Andalucia;56615;1744.0;2020-09-27;8464411;3.0804557096175924;0.6688592980657485;0.0206039144365745
Cantabria;6568;233.0;2020-09-27;582905;3.5475030450669913;1.126770228424872;0.039972208164280626
Melilla;860;4.0;2020-09-27;87076;0.46511627906976744;0.9876429785474757;0.004593688272313841
Navarra;16572;563.0;2020-09-27;2175952;3.3972966449432778;0.7615976823018155;0.02587373250880534
Pais Vasco;42464;1838.0;2020-09-27;2220504;4.328372268274303;1.912358635697121;0.08277400085746299
Total;716481;31232.0;2020-09-27;48965550;4.359082794938037;1.4632348661456882;0.06378361929969131
Murcia;17109;201.0;2020-09-27;1511251;1.174820270033316;1.1321084320208887;0.013300239338137742
Total;789932;32086.0;2020-10-04;48965550;4.0618686165391455;1.6132403291702022;0.06552770263991725
Aragon;37071;1411.0;2020-10-04;1329391;3.806209705699873;2.7885701046569444;0.10613882597369773
Murcia;20152;218.0;2020-10-04;1511251;1.0817784835252084;1.3334647917519988;0.014425135202557351
Melilla;1069;5.0;2020-10-04;87076;0.4677268475210477;1.227663190775874;0.005742110340392301
Madrid;240959;9473.0;2020-10-04;6779888;3.931374217190476;3.554026261200775;0.13972207210502594
La Rioja;8716;421.0;2020-10-04;319914;4.830197338228545;2.7244822045924844;0.13159786692673656
Galicia;21675;748.0;2020-10-04;2701819;3.450980392156863;0.8022373075324439;0.02768505218151179
Extremadura;11014;590.0;2020-10-04;1063987;5.356818594516071;1.035163023608371;0.055451805332208004
Ceuta;642;10.0;2020-10-04;84202;1.557632398753894;0.7624521982850764;0.011876202465499633
Cataluña;142464;5851.0;2020-10-04;7780479;4.107002470799641;1.8310440783915747;0.07520102554097248
Castilla-Leon;49638;3076.0;2020-10-04;2394918;6.196865304806801;2.072638812685862;0.12843863547728981
Castilla-La Mancha;44632;3211.0;2020-10-04;2045221;7.194389675569099;2.1822580542640626;0.1570001481502488
Cantabria;6888;235.0;2020-10-04;582905;3.411730545876887;1.1816676816977036;0.040315317247235825
Canarias;13880;236.0;2020-10-04;2175952;1.7002881844380404;0.6378817179790731;0.010845827481488561
Valencia;41839;1613.0;2020-10-04;5057353;3.855254666698535;0.827290481799471;0.031894154906726896
Baleares;14181;300.0;2020-10-04;1171543;2.115506663845991;1.2104549299513547;0.025607254705973234
Asturias;5588;349.0;2020-10-04;1018784;6.245526127415891;0.5484970317555046;0.034256525426390676
Andalucia;65340;1867.0;2020-10-04;8464411;2.85736149372513;0.7719379411042304;0.022057057484566853
Navarra;18758;578.0;2020-10-04;2175952;3.0813519564985605;0.8620594571939086;0.026563085950425377
Pais Vasco;45426;1894.0;2020-10-04;2220504;4.169418394751904;2.045751775272641;0.08529595082918112
Murcia;23013;231.0;2020-10-11;1511251;1.003780471907183;1.5227781486993226;0.015285349687113524
La Rioja;9299;426.0;2020-10-11;319914;4.581137756748038;2.9067186806454233;0.1331607869614959
Galicia;23523;777.0;2020-10-11;2701819;3.30315010840454;0.8706356717455906;0.028758403135073076
Extremadura;12269;622.0;2020-10-11;1063987;5.06968783111908;1.1531155925777288;0.0584593608756498
Ceuta;790;11.0;2020-10-11;84202;1.3924050632911393;0.9382199947744709;0.013063822712049596
Cataluña;154354;5875.0;2020-10-11;7780479;3.8061857807377844;1.983862433148396;0.07550948983989289
Castilla-Leon;54744;3199.0;2020-10-11;2394918;5.843562764869209;2.2858402667648745;0.13357451069305923
Madrid;261762;9739.0;2020-10-11;6779888;3.7205553136054887;3.8608602383992183;0.14364544075064367
Castilla-La Mancha;48584;3254.0;2020-10-11;2045221;6.697678247982875;2.3754890058335993;0.15910261042694163
Canarias;14775;241.0;2020-10-11;2175952;1.6311336717428089;0.6790131399957352;0.011075611962028574
Valencia;45220;1644.0;2020-10-11;5057353;3.6355594869526757;0.8941436360087975;0.03250712378590144
Baleares;14975;316.0;2020-10-11;1171543;2.1101836393989983;1.2782287974064972;0.02697297495695847
Asturias;6353;354.0;2020-10-11;1018784;5.57217062804974;0.6235865502402864;0.034747306592957876
Aragon;39267;1470.0;2020-10-11;1329391;3.743601497440599;2.9537585255203322;0.11057694839215851
Andalucia;74620;1979.0;2020-10-11;8464411;2.6521039935674082;0.8815734491153607;0.023380244650218426
Cantabria;7192;237.0;2020-10-11;582905;3.2953281423804226;1.233820262306894;0.040658426330191025
Melilla;1273;6.0;2020-10-11;87076;0.4713275726630008;1.4619412926638797;0.006890532408470761
Navarra;21016;611.0;2020-10-11;2175952;2.907308717167872;0.9658301286057781;0.028079663521989456
Pais Vasco;48083;1937.0;2020-10-11;2220504;4.028450803818397;2.1654092944664813;0.08723244812889326
Total;861112;32929.0;2020-10-11;48965550;3.824008955861723;1.7586078375510945;0.06724932120644003
Total;936560;33775.0;2020-10-18;48965550;3.606282565986162;1.9126916781288068;0.06897706652942732
Pais Vasco;51986;1979.0;2020-10-18;2220504;3.806794136883007;2.3411802005310505;0.08912391060768186
Navarra;24312;639.0;2020-10-18;2175952;2.6283316880552814;1.117304058177754;0.02936645661301352
Melilla;1554;10.0;2020-10-18;87076;0.6435006435006435;1.7846478937939272;0.011484220680784602
Madrid;276790;9979.0;2020-10-18;6779888;3.60526030564688;4.082515817370434;0.14718532223541156
La Rioja;10136;436.0;2020-10-18;319914;4.301499605367009;3.168351494464137;0.13628662703101457
Galicia;25617;812.0;2020-10-18;2701819;3.1697700745598625;0.9481390130130849;0.030053826699716006
Extremadura;13863;646.0;2020-10-18;1063987;4.6598860275553635;1.302929453085423;0.06071502753323114
Ceuta;923;12.0;2020-10-18;84202;1.3001083423618636;1.096173487565616;0.014251442958599559
Murcia;25665;257.0;2020-10-18;1511251;1.0013637249172025;1.6982619035487818;0.017005778656225868
Castilla-Leon;60687;3307.0;2020-10-18;2394918;5.449272496580816;2.533990725360952;0.13808405966300308
Cataluña;168208;5909.0;2020-10-18;7780479;3.5129125844192903;2.161923449700205;0.07594648093003015
Aragon;42554;1508.0;2020-10-18;1329391;3.5437326690792874;3.2010145999183086;0.11343540011930275
Asturias;7701;365.0;2020-10-18;1018784;4.739644202051681;0.755901152746804;0.03582702515940572
Baleares;15822;327.0;2020-10-18;1171543;2.0667425104285173;1.3505266131930282;0.027911907629510825
Andalucia;86689;2094.0;2020-10-18;8464411;2.4155313822976385;1.0241586803854397;0.024738874329235667
Canarias;15572;251.0;2020-10-18;2175952;1.6118674544053428;0.7156407861938131;0.011535180923108597
Cantabria;7621;242.0;2020-10-18;582905;3.1754362944495473;1.307417160600784;0.04151619903757902
Castilla-La Mancha;52336;3322.0;2020-10-18;2045221;6.34744726383369;2.558941063092937;0.16242743449240937
Valencia;48524;1680.0;2020-10-18;5057353;3.462204270051933;0.959474254615013;0.033218958613329935
Andalucia;106298;2270.0;2020-10-25;8464411;2.135505842066643;1.255822761914562;0.026818168446688138
Aragon;48283;1566.0;2020-10-25;1329391;3.2433775863140237;3.631963808992238;0.11779830012389132
Asturias;9432;391.0;2020-10-25;1018784;4.145462256149279;0.9258095926123693;0.03837908722555517
Baleares;16876;352.0;2020-10-25;1171543;2.085802322825314;1.440493434726681;0.03004584552167526
Galicia;28711;859.0;2020-10-25;2701819;2.991884643516422;1.06265445612752;0.03179339548652223
Canarias;16547;267.0;2020-10-25;2175952;1.6135855442074092;0.7604487598991154;0.012270491260836637
Cantabria;8500;248.0;2020-10-25;582905;2.9176470588235293;1.4582136025595938;0.04254552628644462
Castilla-La Mancha;57347;3338.0;2020-10-25;2045221;5.820705529495876;2.803951260034979;0.16320974603722532
Castilla-Leon;69989;3446.0;2020-10-25;2394918;4.923630856277415;2.922396507938894;0.14388801620765304
Cataluña;192035;5960.0;2020-10-25;7780479;3.103600906084828;2.468164235132567;0.07660196756523602
Ceuta;1167;13.0;2020-10-25;84202;1.113967437874893;1.3859528277238071;0.015439063205149522
Extremadura;16077;676.0;2020-10-25;1063987;4.204764570504447;1.511014702247302;0.06353461085520781
Valencia;53831;1719.0;2020-10-25;5057353;3.1933272649588527;1.0644105720917643;0.03399011300971081
La Rioja;11300;442.0;2020-10-25;319914;3.911504424778761;3.532199278556112;0.1381621310727258
Melilla;2094;11.0;2020-10-25;87076;0.5253104106972302;2.4047958105562954;0.012632642748863061
Murcia;29254;283.0;2020-10-25;1511251;0.9673890749982909;1.9357472716312512;0.018726207625338213
Navarra;28009;668.0;2020-10-25;2175952;2.3849476953836266;1.2872067030890388;0.030699206600145593
Pais Vasco;57628;2032.0;2020-10-25;2220504;3.5260637190254736;2.5952666601816525;0.09151075611662937
Total;1046132;34752.0;2020-10-25;48965550;3.321951723109512;2.1364653312379827;0.0709723468846975
Madrid;292754;10211.0;2020-10-25;6779888;3.487911352193309;4.317976934132245;0.1506072076706872
La Rioja;12510;463.0;2020-11-01;319914;3.701039168665068;3.9104259269678727;0.14472639521871503
Total;1185678;35878.0;2020-11-01;48965550;3.0259480229876914;2.421453450436072;0.07327192281103756
Pais Vasco;65315;2082.0;2020-11-01;2220504;3.187629181658118;2.9414493286208896;0.09376249716280628
Navarra;32150;703.0;2020-11-01;2175952;2.1866251944012443;1.4775142098722767;0.03230769796392567
Murcia;34363;317.0;2020-11-01;1511251;0.9225038558915112;2.273811564061827;0.020975999354177433
Melilla;2745;12.0;2020-11-01;87076;0.4371584699453552;3.152418576875373;0.013781064816941522
Madrid;306335;10419.0;2020-11-01;6779888;3.4011784484306395;4.518289977651548;0.15367510495748601
Galicia;33222;904.0;2020-11-01;2701819;2.7210884353741496;1.2296160475590703;0.03345894006963457
Cantabria;9699;252.0;2020-11-01;582905;2.5982060006186205;1.6639074977912354;0.04323174445235502
Ceuta;1571;19.0;2020-11-01;84202;1.20942075111394;1.8657514073299921;0.0225647846844493
Cataluña;228000;5991.0;2020-11-01;7780479;2.6276315789473683;2.9304108397439284;0.07700040061800822
Castilla-La Mancha;64042;3425.0;2020-11-01;2045221;5.348052840323538;3.1312997470688986;0.16746356506216198
Canarias;17263;282.0;2020-11-01;2175952;1.6335515263859122;0.7933538975124451;0.012959844702456673
Valencia;61592;1773.0;2020-11-01;5057353;2.8786206000779324;1.217870296971558;0.03505786525085356
Baleares;18361;362.0;2020-11-01;1171543;1.9715701759163444;1.5672493455212484;0.030899420678541036
Asturias;11795;437.0;2020-11-01;1018784;3.704959728698601;1.1577527719320289;0.042894273957973426
Aragon;56181;1654.0;2020-11-01;1329391;2.944055819583133;4.226070433755005;0.12441787254464638
Extremadura;19307;714.0;2020-11-01;1063987;3.698140570777438;1.8145898399134577;0.06710608306304494
Andalucia;130191;2470.0;2020-11-01;8464411;1.8972125569355793;1.538098752529857;0.02918100267106595
Castilla-Leon;81036;3599.0;2020-11-01;2394918;4.441235993879263;3.3836649104478735;0.1502765439150735
Total;1328832;38833.0;2020-11-08;48965550;2.9223408226171554;2.7138100154087925;0.07930677792856407
Navarra;35577;747.0;2020-11-08;2175952;2.099671135846193;1.6350084928344009;0.03432980139267778
Murcia;41387;389.0;2020-11-08;1511251;0.9399086669727209;2.7385920671020236;0.02574026419171931
Melilla;3327;24.0;2020-11-08;87076;0.721370604147881;3.8208002204970373;0.027562129633883044
Madrid;319651;10842.0;2020-11-08;6779888;3.391824208277152;4.71469440203142;0.15991414607438942
La Rioja;13817;482.0;2020-11-08;319914;3.4884562495476588;4.318973224053964;0.15066549135080054
Galicia;38062;977.0;2020-11-08;2701819;2.5668645893542115;1.4087546204982644;0.03616082350446125
Extremadura;22804;770.0;2020-11-08;1063987;3.376600596386599;2.1432592691452057;0.07236930526406808
Andalucia;161148;2781.0;2020-11-08;8464411;1.7257427954426987;1.9038300479501764;0.032855209889973445
Cataluña;257588;7225.0;2020-11-08;7780479;2.80486668633632;3.3106959095963115;0.09286060665416615
Ceuta;2053;32.0;2020-11-08;84202;1.5586945932781295;2.4381843661670746;0.03800384788959882
Aragon;62653;1780.0;2020-11-08;1329391;2.841045121542464;4.712909896335991;0.13389589669254567
Asturias;14257;534.0;2020-11-08;1018784;3.7455285123097424;1.3994134183497189;0.05241542858937714
Baleares;19946;376.0;2020-11-08;1171543;1.8850897423042214;1.7025410078844738;0.03209442589815312
Pais Vasco;73564;2148.0;2020-11-08;2220504;2.9199064759936926;3.3129415664191555;0.0967347953437598
Canarias;18088;296.0;2020-11-08;2175952;1.6364440513047325;0.8312683368015471;0.013603241247968705
Cantabria;11112;258.0;2020-11-08;582905;2.321814254859611;1.906314064899083;0.04426107170122061
Castilla-La Mancha;70817;3452.0;2020-11-08;2045221;4.874535775308189;3.462559791826898;0.1687837157940389
Castilla-Leon;92867;3834.0;2020-11-08;2394918;4.128484822380393;3.877669298072001;0.1600889884330069
Valencia;70114;1886.0;2020-11-08;5057353;2.689905011837864;1.3863774191756044;0.03729223568139301
Navarra;37333;787.0;2020-11-15;2175952;2.108054536201216;1.7157088024000529;0.03616807723699787
Pais Vasco;84175;2242.0;2020-11-15;2220504;2.6634986634986637;3.790806051238818;0.10096806851057237
Andalucia;189744;3155.0;2020-11-15;8464411;1.6627666750990808;2.2416680853517157;0.03727370988955995
Aragon;67697;1966.0;2020-11-15;1329391;2.9041168737167085;5.0923317519074525;0.147887265672778
Asturias;17669;661.0;2020-11-15;1018784;3.741015337596921;1.7343224864151774;0.06488127022018406
Baleares;21449;389.0;2020-11-15;1171543;1.813604363839806;1.8308333539613997;0.033204073602078624
Valencia;81854;2013.0;2020-11-15;5057353;2.4592567253891073;1.618514665675898;0.03980343076704355
Canarias;19019;311.0;2020-11-15;2175952;1.6352068983647932;0.8740542070780973;0.01429259468958874
Cantabria;12708;274.0;2020-11-15;582905;2.156122127793516;2.1801151130973313;0.0470059443648622
Castilla-La Mancha;76456;3545.0;2020-11-15;2045221;4.636653761640682;3.7382757169029657;0.17333090164828152
Cataluña;278161;7362.0;2020-11-15;7780479;2.6466686559222894;3.5751140771667145;0.09462142369383685
Total;1458591;40769.0;2020-11-15;48965550;2.795094718121804;2.978810612767548;0.08326057810031746
Ceuta;2436;44.0;2020-11-15;84202;1.80623973727422;2.89304292059571;0.05225529084819838
Extremadura;25454;826.0;2020-11-15;1063987;3.2450695372043685;2.392322462586479;0.07763252746509121
Galicia;42132;1061.0;2020-11-15;2701819;2.5182758948067976;1.5593938750153138;0.03926984005960429
La Rioja;14972;506.0;2020-11-15;319914;3.3796419983970076;4.680007752083372;0.15816750751764536
Madrid;330483;11053.0;2020-11-15;6779888;3.344498809318482;4.8744610530439445;0.16302629187974788
Melilla;3591;32.0;2020-11-15;87076;0.8911166805903648;4.123983646469751;0.03674950617851073
Murcia;48473;472.0;2020-11-15;1511251;0.973737957213294;3.2074751315301033;0.031232402823885643
Castilla-Leon;104785;4070.0;2020-11-15;2394918;3.8841437228610967;4.375306377921916;0.16994318803399533
Galicia;46120;1131.0;2020-11-22;2701819;2.452298352124892;1.706998137180914;0.041860687188890154
Extremadura;27155;874.0;2020-11-22;1063987;3.218560117842018;2.552192836942557;0.08214386078025389
Ceuta;2659;46.0;2020-11-22;84202;1.7299736743136518;3.157882235576352;0.054630531341298305
Cataluña;292348;7495.0;2020-11-22;7780479;2.5637254231258635;3.7574550358660437;0.09633083001702081
Castilla-Leon;114549;4293.0;2020-11-22;2394918;3.747741141345625;4.783003008871285;0.17925457155526828
Cantabria;14145;293.0;2020-11-22;582905;2.0714033227288793;2.4266389892006415;0.05026548065293659
Canarias;19869;322.0;2020-11-22;2175952;1.6206150284362575;0.9131175687698994;0.014798120546776768
Valencia;91912;2168.0;2020-11-22;5057353;2.3587779615284186;1.8173934071835602;0.042868275162916254
Asturias;20637;800.0;2020-11-22;1018784;3.8765324417308715;2.025650186889468;0.07852498665075226
